	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
情感动作	倒立一字马（很不稳定）	\nupside-down,{{hands on ground,handstand}},{{{{split legs}}}},standing on one leg,full body,looking at viewer,
情感动作	后空翻	\njumping,legs up,arms support,upside down,
情感动作	倒立	\n1girl,solo,handstand,arm support,arched back,spread leg,dryzensv,from side,tiptoes,flexible,gym uniform,white shirt,blue shorts,short sleeves,cameltoe,blurry background,indoors,
情感动作	胸部支撑倒立	\n1girl,solo,handstand,2::chest stand handstand,hanging breasts,breast on ground,breasts support,arms behind back::,from side,flexible,legs up,gym uniform,white shirt,blue shorts,short sleeves,blurry background,indoors,
战斗华丽	战斗姿势基础	\n{{fighting stance,dynamic fuzzy,speed lines,motion lines,speed line,sharp focus,perspective}},
战斗华丽	斩破粘滞	\n3::handmade oil painting,thick oil paint,impasto technique,2::1girl,solo::,2::,glowing blade,messy hair,flowing light out of eyes,very long sleeves,dynamic view,tilted perspective,flowing light blue eyes,extremely detailed scenery,dim,glowing eyes,2::,dynamic pose,wind,2::school uniform,black blazer,white shirt,red tie,long pleated skirt,katana,midair,dynamic angle,focused expression,wind effect,debris,ether particles,water splashes,ink splashes,ruins,glowing blade,speed lines,motion blur,wielding sword,katana,detailed scenery,gloomy,dim,looking dashing,extreme handsome,bokeh background,cinematic lighting and texture,rim light,intense shadows,no crowd,glowing eyes,dark atmosphere::,one eye in shadow,face focus,full body in shadow,in shadow,2::tilted perspective,wielding sword::,intricate detailed hair strands,finely detailed hair,disheveled hair,detailed individual eyelashes,
战斗华丽	烈火飞踢	\n1girl,solo,red and white combat outfit,dynamic flying kick pose,fiery orange flame aura,red energy slash,motion lines,sketchy brushstroke art style,white background,aggressive expression,outstretched arms,flowing hair,martial arts action,vibrant warm tones,dynamic composition,dynamic motion,glowing accents,
战斗华丽	血魔崩坏世界	\nmaid,maid headdress,sleeveless,choker,glowing eyes,vampire,upper body,looking at viewer,smirk,gothic dress,black lace,frills,red gemstone,dark cape,blood on mouth,night,full moon,castle balcony,dark atmosphere,cinematic lighting,shadow,bat wings,{{{{apocalyptic city destruction,floating debris,gravity distortion,surreal disaster}}}},{{grayscale,high contrast,dramatic lighting,tense atmosphere,epic scale}},modern metropolis,dense cityscape,skyscrapers,broken buildings,cracked roads,{{{floating cars,wrecked vehicles,concrete chunks,rock fragments,flying rubble}}},{{giant glowing celestial body,distorted sun in the sky}},{{aerial view,bird’s-eye view,wide shot,dynamic perspective,foreshortening}},{chaotic composition,debris filling the frame,overwhelming destruction},
战斗华丽	狼灵射手	\n1girl,1animal,spirit blossom kindred,mystical glowing wolf spirit,giant ethereal wolf,smoke body japanese clothes,kimono,short kimono,purple sash,obi,bare shoulders,wide sleeves,detached sleeves,thigh highs,wooden sandals,fox mask on head,ribbon decorations serene expression,calm gaze,focused eyes,gentle smile,peaceful,fierce expression (wolf),glowing eyes (wolf),open mouth (wolf) dynamic pose,stepping on water,drawing bow,glowing magical bow,aiming,dancing gracefully,wolf circling around,floating around,protective posture,sweeping motion spirit realm,mystic forest,deep woods,reflective lake,water ripples,glowing pink petals,falling cherry blossoms,glowing bioluminescent flora,ancient torii gate in background,thick mist,floating spirit lanterns cinematic lighting,ethereal glow,magical aura,bioluminescence,floating dust particles,lens flare,chromatic aberration,heavy bokeh,depth of field,motion blur on wolf,gorgeous rim lighting,god rays through mist cinematic wide shot,landscape orientation,
战斗华丽	月下舞剑	\n1girl,jewelry,tassel,earrings,night,white chinese clothes,white hanfu,red lips,closed mouth,night sky,big tree,falling petals,flowers,hair ornament,long sleeves,wind blows,one holding a chinese style long sword,sword holding position,hold the hilt,qixiong ruqun,cape,2::dynamic pose,looking back,turn around,sword dancing,
战斗华丽	夜驰摩托	\nligne claire,cyberpunk,white high ponytail,technology style black jacket,megastructure,1.2::foreshortening,perspective::,-2.0::midair::,close up,1.5::vehicle chase,bullet time,firing at viewer,riding motorcycle,riding,drifting::,cityscape,holding gun,serious,
战斗华丽	机娘京观	\n1girl,cyborg body with exposed mechanical parts and cables,crouched atop massive pile of defeated black armored enemies,holding glowing orange katana,dynamic combat pose,low angle perspective,dramatic high-contrast lighting,desaturated color palette with bright orange accents,ruined city skyline in background,post-apocalyptic atmosphere,painterly digital art,depth of field,intense action scene,survival theme,minimalist background,focus on character,detailed mechanical design,flowing motion in hair and cables,realistic shading,epic composition,dark sci-fi aesthetic,bloodstains on body,orange energy blades scattered in enemy pile,wind-blown hair,tense mood,
战斗华丽	圣剑自弑（推荐横图）	\n1.3::lying on ground::,lying on back,1.5::pierced by holy sword::,1.4::sword through chest::,1.3::shining golden sword::,glowing weapon,light particles,rays of light,1.5::golden lycoris radiata::,1.4::golden spider lily::,flower field,background of flowers,1.4::thorns wrapped around ankle::,thorn legwear,ankle cuff,white dress,ethereal,divine,tragic beauty,cinematic lighting,dramatic shadow,sparkling,golden glow,2::side view,-2::wide shot,ducth angle:::,church flower field,outdoors,upper body,golden blood,white dress,expressionless,half closed eyes,one knee up,looking at viewer,2::hand grabbing sword::,
战斗华丽	紫火孽物	\n1.3::negative space::,solo,closed eyes,serene,melancholy,holy,dreamlike,surreal,ethereal,irregular shape,clouds,wide shot,dynamic composition,-2::flat color::,black background,stars,falling star,shiny,glowing,1.6::dark::,from below,2::high contrast::,shadow,local lighting,movie lighting,realistic shadow,realistic lighting,tarot_(medium),cool colors,tentacles,purple theme,purple film_grain,black flowers,vines,monster,magic,watercolor_(medium),painterly,purple fire,-1::simple background::,black water,close-up,masterpiece,year 2025,year 2024,1girl,solo,4::partially colored::,black background,-3::simple background:: -3::highly finished,:: -5::smooth lines:: 5::handwritten:: 5::messy draft:: 5::draft:: 5::messy lines,::,
战斗华丽	彩绘飞舞（推荐横图）	\n1girl,cowboy shot,drawing,creating,dynamic pose,holding pen,drawing,creating,sketching,flustered expression,smile,cluttered background,maximalism,detailed background,brush,pencil,paint brush,palette,sketchbooks,flying paper,scattered notes,colorful splashes,colored pencils,crayon,
战斗华丽	机甲受损	\ndepth of field,armored core,armored core vi: fires of rubicon,cowboy shot,wide shot,cockpit,wreck,alert,red light,dynamic angle,1girl,dark pink pilot suit,ear piercing,mature female,large breasts,sitting,relaxed expression,bleed on mouth,bleed on forehead,bleeding,nose bleed,bleed on body,sweat,injury,
战斗华丽	凤冠将军	\ndivine warrior queen,1ornate breastplate,{{{elegant form-fitting ancient chinese armor}}},{{feminine mountain-pattern armor}},intricate cloud patterns,gold inlay,majestic red silk cloak,long flowing hair,sharp crimson eyes,{{divine majesty}},delicate features with authority,{{{commanding presence}}},on ancient battlefield,holding xuanyuan sword,divine weapon,{{epic scale}},flowing hair,{phoenix crown or headpiece},
战斗华丽	墨影之刃	\n1girl,female focus,solo,face shadowed,mysterious,holding weapon,holding sword,holding sword vertically,claymore,black gloves,black coat,fur trim,aggressive brushstrokes,messy lines,loose lines,hatching,scribbles,spot color,emphasis lines,dynamic lines,simple background,white background,high contrast,dark atmosphere,edgy,cool,fighting,sketch,rough sketch,traditional media,ink wash painting,graphite medium,
战斗华丽	星空爪牙	\n1girl,solo,hair with starry sky texture,gentle smile,looking at viewer,1.2::giant golden egyptian headdress with eye pattern::,1.blue horn-shaped hair ornaments with constellation pattern,golden thick collar,golden chain accessories,white form-fitting bodysuit,blue long gloves,golden bracelets,1.3::giant black mechanical arm with starry sky texture::,1.3::holding glowing black hole with golden and orange light ring,light beam through the black hole::,dynamic leaning forward pose,reaching towards viewer,dark cosmic background,starry night sky,nebula,glowing particle effects,light trails,mysterious dark atmosphere,painterly style,sketch line art,dramatic cinematic lighting,high contrast,glowing rim lighting,chromatic aberration,
战斗华丽	暴雨孤舟（推荐横图）	\n1girl,solo,close-up,full body,sitting,outstretched leg,from side,sky,rain,heavy rain,water drop,cloudy sky,storm,wind,lighting,overcast,windy,box,sea,night,on boat,holding lantern,waving,waves,ocean,wet,wet clothes,wet hair,hands up,dynamic pose,leaning forward,boots,pants,thigh cutout,adjusting headwear,looking afar,looking to the side,photo background,scenery,
战斗华丽	黑雾笼罩	\nmessy hair,pale skin,expressionless,navel,black fog,fog censor,navel,engulfed,arms at sides,dutch angle,
战斗华丽	破碎漩涡	\ndutch angle,from side,looking at viewer,facing away,floating,constellation,{{block,vortex,breaking}},indoor,floating hair,dynamic angle,intense angle,full body,fighting stance,
战斗华丽	触及光辉	\n1girl,reaching out toward floating light particles,upper body,magical sparkles swirling around fingertips,ancient library background with floating books,dust motes dancing in sunbeam,wonder and discovery atmosphere,warm golden lighting,
战斗华丽	躲避轰炸	\n1girl,crouching behind crumbling wall,upper body visible,gripping weapon tightly,dust and debris in air,explosions in distant background,war-torn cityscape,tension and alertness,smoke trails,dramatic orange and grey color palette,
战斗华丽	急速狂奔	\nrunning,skinny,4.0::glowing eyes,blue aura,eye trail::,sweat,happy,wide eyed,shouting,looking ahead,three quarter view,hand to front,arm to front,foot to front,
战斗华丽	金色流星	\n1girl,confetti,full body,looking at viewer,one eye closed,open mouth,outstretched arm,shadow,smile,solo,teeth,upper teeth only,2::running::,4::glowing,glowing eyes,eye trail,motion lines::,space,star (sky),from,side,4::light trail,sparks,motion,blur::.,stomping,4::golden,rays,of,light,golden,aura::.,gravitational,lensing:,space,distortion,
战斗华丽	仰视	\n{{tiptoe,foot focus}}},{{{{standing,weapon on own shoulders,full body,holding weapon}}}},from below,looking at viewer,foreshortening,2::legs apart::,
战斗华丽	辉光剑客	\n1girl,solo,profile,looking down,holding sword,hood up,white cloak,intricate silver embroidery,white fur collar,large glowing blue crystal brooch,blue gemstone,black lace-up corset,criss-cross lacing,white dress underneath,black gloves,dark metal gauntlet,ornate sword,crystal blade,glowing weapon,intense light rays,particle effects,sparkling,the character is wearing a highly detailed white hooded cloak with intricate patterns over a black laced corset,raising an ornately crafted,brilliantly glowing crystal sword diagonally in front of her chest.
战斗华丽	书页风暴	\nfaceless,solo,upper body,from above,foreshortening,messy hair,floating hair,floating clothes,arms open,beckoning,open grimoire,flying paper,broken world,magic circle,dark matter,aura,distortion),transparent skin,dark matter,made of line,lineart,magic books,high contrast,distinct aura,surreal,blending,purple theme,
战斗华丽	火凤复生	\nbattle,1girl,immortality,rebirth from fire,phoenix,flames,burning,flames surrounding,blazing eyes,smoke and embers,burning background,fire magic,rejuvenation,dramatic lighting,glowing eyes,strong determination,powerful energy,intense focus,
战斗华丽	火焰加身	\n1girl,upper body,{from side},looking forward,excited,wide eyes,grinning,teeth,reaching towards viewer,hand focus,school uniform,torn clothes,strong wind,hair blown back,fire lighting shining on face,glowing light,dynamic lighting,-2::looking at viewer::.
战斗华丽	预备枪决	\ngritty anime illustration,masterwork. girl a cold,disdainful expression,leaning against a weathered concrete wall. she wears a tactical bulletproof vest over her shirt,sleeves pushed up to her elbows,and fingerless gloves. her eyes glow intensely in the dark. a smear of fresh blood stains her cheek,her mouth firmly closed in a silent threat.shaded face.from below,upper body close-up,captured from a low angle (from below) with a dramatic dutch angle to heighten the sense of unease. she points a handgun directly at the camera lens,the barrel looming large. the lighting is oppressive and cinematic,featuring high-contrast chiaroscuro with harsh shadows and sharp highlights,casting most of the scene into darkness while emphasizing the glowing eyes and the metallic sheen of the weapon. gritty atmosphere,blood splatters,ultra-detailed,4k resolution.
战斗华丽	血战女仆	\n1girl,1.9::dark and oppressive atmosphere,deep shadows::,1.8::cool blue and grey lighting,cinematic mood::,1.7::blurred industrial ruins background::,desolate scenery,subtle smoke,gritty environment,volumetric fog,1.9::upper body shot,head and shoulders focus::,1.9::maid uniform,torn and heavily bloodstained::,1.8::combat boots,tactical gloves::,1.7::blood smears on cheek and lips::,intricate rips,detailed fabric texture,high quality,1.9::wiping blood from face with elegant yet cold gesture::,1.9::stoic and menacing expression::,1.8::piercing gaze looking directly at viewer::,1.7::slight smirk,confident posture::,windblown messy hair,holding a katana,dynamic pose,badass attitude,sharp focus,
战斗华丽	沙地骑兵	\n1girl,solo,female general,detailed armor,silver armor,cape,flowing hair,riding horse,galloping,horse,holding reins,riding crop,desert,sand,cloud of dust,kicking up dust,motion blur,dynamic angle,dynamic action,outdoors,daylight,
战斗华丽	墓地猎魔人	\n1girl,ringed eyes,holding axe,branch,barbed wire,long sleeves,jewelry,standing,white shirt,open clothes,necktie,pants,belt,holding weapon,vest,coat,black jacket,tree,gun,black headwear,facial hair,night,black pants,bandages,moon,grass,fire,sleeves rolled up,handgun,black vest,legs apart,pouch,top hat,lantern,fence,bandana,silhouette,holster,dark,bat (animal),brown coat,cross necklace,ruins,bare tree,cowboy hat,revolver,crow,trench coat,fog,tombstone,torch,holding lantern,graveyard,bandolier,pickaxe,grave,holding torch,from behind,looking back,depth of field,chromatic aberration,cinematic angle,purple fire,
战斗华丽	控沙	\nsand flow,sandstorm,blush,sweat,arms up,frown,
战斗华丽	光辉散发	\ngolden theme,white background,glowing hair,lineart,crystal general quality,-2::flat color::,game title,colorful,amazing,high detail,cinematic lighting,chiaroscuro,reflection,ray tracing,shadow,golden flashing body text:\nchar1：girl,close-up of the face,damaged clothing,side view,lower the head,close the eyes,with one hand grasping the coat draped over the shoulders,the clothing is fluttering in the wind,
