	一些前言	\nPS1：请于【】处添加角色与画风的tag描述；若无，请直接添加于tag组前\nPS2：请注意，本法典早期大部分tag以Nai3模型为基础测试整理，目前已转为Nai4.5测试。理论Nai系列与其他AI模型如Noob等模型通用。（其他模型应用请自行转换权重）\nPS3：标有字底颜色为此次更新增添的tag，字号较小的为附注内容\nPS4：若分类中的tag寻找不到，请活用WPS或其他软件自带的CTRL+F快捷键进行快速检索\nPS5：本法典一般于每月下旬或特殊日期（生日、节日等）更新，且保持月更，可据此判断本所长法典是否为最新版本。\nPS6：本法典为无偿免费分享，由一般所长整理编纂，tag多来源于解构原典群与其他群群友，在此对tag提供者提出感谢。\nPS7:若对法典收集tag存在疑问或者错误反馈，可以通过QQ：2319231932或2213681558（小号）联系一般所长，添加好友时请备注缘由。\nPS8：此外，于此特别感谢御堂/神宫寺、KKO、泡面、七号、别里磕夫这几位群友在tag整理上的协助支持，帮我解决了很多费时费力的基础工作，再次感谢\nPS9：当各位看到这一条的时候，证明所长法典今日（2025.12.29）已经两岁啦！再次感谢在编辑法典中提供助力的各位，提供Tag的各位，以及谋面或者素未谋面的使用这本法典的各位！希望我们还能在法典三岁见面！
诱惑	庆典撩起浴衣展示无内小穴	\n1girl,solo focus,night,park,aerial fireworks,nsfw,people,\nchar1：girl,narrowed eyes,naughty face,yukata,blue yukata,white flower pattern,flower ornament,red belt,candy apple,holding,licking candy,2::simulated fellatio::,tongue out,saliva trail,adjusting clothes,pussy peek,3::pussy juice trail::,standing,no panties,seductive smile,
诱惑	背身坐扯背心露出侧乳	\n1girl,solo,smug,tank top,back,shirt pull,straddling,facing away,looking at viewer,pulling own clothes,areala slip,from behind,on chair,shiny skin,
诱惑	在身上倒酒大腿根酒水聚积	\nnsfw,1girl,cowboy shot,close-up,indoors,bedroom,lamp,night\nchar1：girl,licking finger,holding bottle,whiskey,2::wakamezake,pouring,pouring onto self::,looking at viewer,nose blush,expressionless,bath yukata,bare shoulders,
诱惑	拉开衬衫给你看乳头	\n1girl,solo,nsfw,classroom,desk,summer,hot,from side,narrowed eyes,naughty face,large breasts,school uniform,white shirt,blue necktie,sitting,very sweaty,heavy breathing,wet,see-through clothes,bra pull,seductive smile,clothing aside,nipple peek,
诱惑	上楼梯裙底展示	\n1girl,solo,stairwell,stairs,wall,-1::people,crowd,sweat::,from below,from behind,narrowed eyes,naughty face,school unifrom,black blazer,blue necktie,black skirt,no panties,ass,sitting,pussy peek,3::upskirt,pussy juice trail::,seductive smile,looking at viewer,ass focus,2::standing,walking,walking away::,on stairs,lifting own skirt,
诱惑	阳台裙底展示	\n1girl,solo,nsfw,rating:explicit,outdoors,school,rooftop,wall,pov,against wall,narrowed eyes,naughty face,school unifrom,black blazer,blue necktie,black skirt,no panties,pussy,standing,skirt lift,lifting own clothes,2::pointing at own pussy::,tongue out,3::pussy juice trail::,seductive smile,looking at viewer,standing legs apart,
诱惑	比赛之余拉开短裤给你看小穴	\n3girls,solo focus,motion blur,motion lines,gym,volleyball net,summer,hot,blurry background,\nchar1：girl,narrowed eyes,naughty face,large breasts,volleyball uniform,blue shirt,number print,number 1,black shorts,resting,very sweaty,heavy breathing,wet,soggy wet,standing,seductive smile,looking at viewer,shorts aside,no panties,pussy peek,pussy juice trail,3::steaming pussy::,shushing,adjusting clothes,\nchar2：girl,volleyball uniform,blue shirt,black short,training,\nchar3：girl,volleyball uniform,blue shirt,black short,training,
诱惑	裸体趴床散落避孕套盒子比心	\n1girl,solo,from above,full body,bedroom,indoors,condom wrapper,condom box,plump,skindentation,back,long eyelashes,mascara,heart tattoo under eye,mole on neck,lying,on stomach,looking up,legs together,elbow rest,foot up,finger heart,head tilt,nose blush,aroused,completely nude,
诱惑	器材室诱惑	\ndark background,gym storeroom,from below,close-up,1girl,solo,long legs,black ribbon,black track jacket,open jacket,jacket on shoulders,gym uniform,black buruma,uwabaki,smile,opened by self,knee up,on vaulting horse,sitting,sweat,see-through clothes,
诱惑	色情蹲姿手杖压穴	\n1girl,covered nipples,fake rabbit ears,black rabbit ears ornament,cropped jacket,black jacket,off shoulder,black gloves,black slingshot suit,wedgie,light red pussy,cleft of venus,fat mons,groin,pussy juice,revealing suit,white thighhighs,black high heels,ass,squatting,on back,leaning back,spread legs,knees up,arm support,hand up,holding cane,cane between pussy,cane rubbing pussy,looking at viewer,half closed eyes,nose blush,closed mouth,smile,:p,on gambling table,casino background,chips,falling money,nsfw,glossy,body blush,sweat,hearts,from below,solo,pussy focus,pussy peek,
诱惑	第一人称蹲下脱裤子	\n1girl,1boy.nsfw,explicit,uncensored,2::indoors::,\nchar1：girl,1.3::fully clothed::,1.5::glaring,tsundere,looking up,puff of air::,1.5::grabbing another’s pants,squatting::,\nchar2：boy,2::standing,pov,looking down::,-1::penis::,
诱惑	腿部性爱计数展示	\nfull body,1girl,maid headdress,maid uniform,black shirts,long sleeves,black skirt,white waist apron,white button,shoulder strap,frilled,from side,leaning back at wall,looking at viewer,blush,half closed eyes,light smile,skirt lift,lifted by self,2.3::tally marks on thigh::,white panties,white garter belt,
诱惑	端上乳夹避孕套胸部	\n-1::multiple views::,breast focus,from above,film grain,foreshortening,blurry edges,blurry,solo,playboy bunny,detached collar,highleg leotard,strapless leotard,fishnet pantyhose,wrist cuffs,impossible clothes,skindentation,deep skin,1.5::condom between breasts,condom::,curvy,collarbone,large breasts,large areola,areola slip,cleavage,covered navel,groin,thick thighs,wide hips,pubic hair peek,breasts on tray,looking at viewer,head tilt,seductive smile,tray,carried breast rest,
诱惑	巨乳夹奶（推荐横图）	\ncleavage,2::large areola::,skindentation,lying on ground,on stomach,lift legs,feet,sole,ass,breast out,breast press,sagging breast,puffy nipple,lactation,smile,rest face on hands,face press,glass between breast,glass of milk,
诱惑	原版服装	\nwhite sweater,puffy sweater,long sweater,long sleeves,sleeves past wrists,puffy sleeves,tight cuffs,hollow-out,bare shoulder,black thighhighs,choker,choker bell,low twintail,pom pom hair tie,
诱惑	下腰姿态	\n{{{{standing,full body,4.0::from side::,facing ahead}}},{{{tiptoe}}},condom in mouth,condom,arm up,hand on own thigh,looking at viewer,ass press,bent over,
诱惑	睡衣滑落露出	\n1girl,solo,3::nude,frontless animal pajamas,nipples,pussy,blush,wariza,on bed,from below,smile,bent over,
诱惑	巧克力涂抹献上自己羞涩	\n3::chocolate on body,chcolate on nipples,embarrased,lying,from above,groin tendon,linea alba,arms up,tied hands,black pantyhose,chocolate on navel,smile,sideways glance,tears,wide eyes::,2::innie pussy,full face blush::,2::pussy,torn pantyhose,
诱惑	器材室拉开体操服拉链给你看胸部	\n1girl,sagging breasts,cleavage,collarbone,blue trace jacket,single bare shoulder,light red areola,areola slip,blue buruma,unzipped,1.5::hand on zipper,zipper pulling::,wariza,spread legs,white socks,no footwear,glossy,body blush,steaming body,sweatdrop,looking at lens,half closed eyes,hand up,finger to mouth,finger on lips,parted lips,nose blush,indoors,gym store,on white mat,hearts,from above,from side,upper body,cameltoe,
诱惑	双指分开胸部	\n2::from above::,-1::multiple views::,breast focus,white background,foreshortening,blurry edges,jaggy lines,halftone shadow,blue drop shadow,solo,micro bikini,2::lowleg panties::,micro panties,string panties,skindentation,impossible clothes,deep skin,eyes out of frame,cowboy shot,-1::knees::,curvy,collarbone,cleavage,covered nipples,areola slip,linea alba,navel,groin,mons pubis,head tilt,smug,half-closed eyes,fingers between breasts,spreading own breasts,very sweaty,standing,leaning forward,arm under breasts,arm behind back,hand on own chest,2::the girl making an inverted v sign with the hand between her cleavage,spreading her breasts apart::,
诱惑	女仆背身端盘分穴诱惑	\n1girl,sagging breasts,maid headdress,one-piece suit,sleeveless,maid suit,black suit with white trim,backless suit,frill-trimmed suit,revealing suit,back-tied suit,butt crack,white wrist cuffs,white gloves,frilled thigh strap,glossy,body blush,standing,hand up,hand under tray,cup on tray,milk in cup,arm held back,hand on own ass,grabbing ass,clothes aside,light red pussy,fat mons,cleft of venus,pussy juice drip,wet pussy,steaming pussy,half closed eyes,looking back,looking at viewer,nose blush,closed mouth,:p,smug,hearts,indoors,restaurant background,counter,blurry background,depth of field,female focus,nsfw,uncensored,upper body,solo,bare back,bent over,bare arms,
诱惑	第一人称共浴靠在身上	\n1girl,steam,soap bubbles,spread legs,light smile,nude,girl on top,bathtub,bathing ::,3::under water,hugging viewer,lying on person,lying on viewer,head on chest::,back,horse tailboy,2:: implied sex,nude male,hug,headpat,hand on another’s back,from above,pov,
诱惑	靠在腿边	\n1.3::1girl,1boy,looking afar::,1.8::different zoom layer,full body,outside border,straight-on,bedroom,lamp,dim lightning,yellow light,imminent sex,melting,two-tone background::,nsfw,\nchar1：girl,{kneeling,bent over,on bed,head on another’s leg}},{{{nose,narrowed eyes,long eyelashes,thick eyelashes,shiny skin,l,steaming body}}},\nchar2：boy,{bulge,nervous sweating,sitting aside the bed,on stool,looking after,closed mouth,nose,
诱惑	附耳说情话勃起	\n1girl,whispering,thick thighs,bent over,whispering in ear,heart,looking at another,hand on another’s face,spoken heart,1boy,erection under clothes,
诱惑	身上奶油涂抹	\nfrom below,dutch angle,purple background,2::invisible floor::,steam,hot,mist,blurry edges,solo,maid headdress,ascot,naked apron,frilled apron,no skirt,bottomless,impossible clothes,skindentation,arm garter,wrist cuffs,no bra,feet out of frame,curvy,bare shoulders,armpit,cleavage,perky breasts,large areola,pink areola,puffy nipples,pussy,female pubic hair,clitoris,clitoral hood,hick thighs,cream on face,cream on breasts,cream on body,cream on pussy,anus,sitting,looking at viewer,in heat,smug,closed mouth,spread legs,spreading own pussy,arm up,holding pastry bag,blush,2::the girl has one hand on her pussy and the other hand holding a pastry bag,with cream from the pastry bag dripping onto her body::,steaming body,heavy breathing,female orgasm,very sweaty,
诱惑	斗篷下舞娘服开门	\ndark bedroom,dark room,window,long brown cloak,doorway,pov,dynamic angle,white dancer outfit,smile,standing,undressing cloak,[[[sweat]]],steaming body,presenting,pov,front view,[[[saggy breasts]]],ullbody view,feet,bare legs,bare stomach,thick thighs,wide hips,looking at viewer,
诱惑	腹部深度测量线书写	\noutdoors,beach,cloud,palm tree,palm leaf,steam,hot,mist,depth of field,blurry background,photo background,photorealistic,solo,1girl,sunglasses,nude,open coat,sunglasses,feet out of frame,nipples,perky breasts,armpits,curvy,groin,navel,stomach,thick thighs,pubic hair,2::length markings,marker,penis measuring::,lying,on back,hammock,on hammock,arm behind head,hand on own crotch,looking at viewer,seductive smile,blush,in heat,licking lips,steaming body,heavy breathing,heart,sweat,very sweaty,
诱惑	厕所撅起屁股性爱邀请	\nnsfw,1girl,solo,1.5::shadow,dark,close-up,pov,from above::,pink theme,pink gemstone,torn thighighs,3::torn clothes::,glowing eyes,nipples,bdsm,human toilet,v legs,legs up,spread legs,feet apart,3::spreading own pussy,arms around own ass::,skindentation,spread pussy,head tilt,happy,licking lips,excessive pussy juice,pussy juice trail,toilet stall,4::loving aura,hearts,steam,walk-in,by accident,pov toilet doorway,steaming body::,narrow environment,arrow (symbol),3::text wirtten on ass,text:milk your god::,
诱惑	跪在床上扒穴	\n1girl,bare back,puckered anus,ass,butt crack,partially visible vulva,pussy juice trail,pussy juice drip,light red pussy,steaming pussy,kneeling,spread legs,ass up,arm support,hand on own ass,grabbing ass,light red nail polish,smile,clothes lifting,looking back,nose blush,half closed eyes,parted lips,indoors,japanese architecture,on white sheet,lamp,tatami,dark room,dark theme,from behind,nsfw,hearts,glossy,sweat,body blush,
诱惑	原版服装	\noff shoulder,oversized clothes,japanese clothes,long wide sleeves,orange kimono,floral print kimono,sash,red obi,bare legs,orange panties,thong,micro panties,
诱惑	沙滩抱腿（推荐横图）	\n1girl,hanging breasts,cleavage,covered nipples,light red areola slip,groin,skindentation,collarbone,bare legs,blush,glossy,shiny skin,body blush,expressionless,closed mouth,mouth holding,popsicle in mouth,lying,on side,spread legs,one leg up,holding leg,arm support,on mat,sunshine,outdoor,beach,girl tremble,nsfw,partially visible vulva,
诱惑	母狗门外脱衣预备	\n1girl,facing the audience,1.5::heart pupils,thick eyelashes,tanning the skin::,from above,dutch angle,cold theme,indoors,doorway,unworn skirt,backlighting,chromatic aberration,film grain,fisheye,{{{{chiaroscuro}}}},blurry background,wall,railing,building,{{jaggy lines,halftone shadow}},{{no lineart}},solo,school uniform,long sleeves,sailor collar,bottomless,panty pull,animal collar,leash,full body,areola,nipples,stomach,navel,cleft of venus,pussy juice,pussy juice trail,pussy juice on fingers,looking at viewer,hand up,half-closed eyes,empty eyes,smile,lifting own clothes,
诱惑	原版杂项	\n1.5::gyaru,half-closed eyes,smooth skin::,heavy makeup,3::shiny purple eyeshadow::,1.6::purple glittery lipstick::,glittery makeup,shiny makeup,makeup,3::naughty smile,huge ass,wide hip::,alternate costume,
诱惑	电车前后诱惑两人	\nnsfw,streetcar interior,crowd,1girl,2boys,blush,hetero,{{humping}},cheating (relationship),indoors,looking at boy,{{{{breasts on face,penis between buttocks}}}},from side,{{{{girl back to the boy,one boy stood in front of the girl,and another boy stood behind her}}}},pout one’s bottom,upturned buttocks,height difference,{{{ass ripple}}},\nchar1：boy,blazer,netorare,pants,full-face blush,turtleneck,nose blush,sweatdrop,faceless,bulge,erection,erection under clothes,shota,\nchar2：boy,blazer,netorare,pants,turtleneck,sweatdrop,faceless,bulge,erection,erection under clothes,\nchar3：girl,standing,smile,
诱惑	器材室半脱短裤	\n1girl,cleavage,shy,seductive smile,steam,1.5::1girl,solo,glasses,lying,on back,shorts around one leg,not wearing shorts,white panty,white pantyhose,ball,looking at viewer,blush,pillow,short sleeves,spoken heart,indoors,blue shorts,white shirt,basketball (object),gym uniform,on bed,legs up,gym storeroom,closed mouth,round eyewear,bed,no shoes,leg up,breath::,
诱惑	手机遮脸撩起衣服	\nfrom below,indoors,on couch,floor,depth of field,blurry edges,solo,1girl,3::underboob cutout::,sweater,no pants,string panties,micro panties,lace-trimmed panties,impossible underwear,skindentation,sleeves past wrists,knees out of frame,cowboy shot,curvy,underboob,-1::covered nipples::,groin,thick thighs,cameltoe,lying,on back,holding phone,looking to the side,smartphone,2:: lifting own clothes::,shy,blush,knee up,covered mouth,holding smartphone to covering own mouth,1.5:: spokenblush::,2::the girl uses one hand to hold a phone in front of her mouth,while the other hand grasps the hem of her sweater,pulling it up slightly to reveal her abdomen:: steaming body,heavy breathing,heart,sweat,
诱惑	裸衬衫反坐椅子	\nnsfw,uncensored,dutch angle,from side,indoors,night,night sky,curtains,window,folding chair,tree,star (sky),starry sky,steam,hot,mist,blurry background,solo,messy hair,naked shirt,open shirt,white shirt,long sleeves,oversized shirt,see-through silhouette,feet out of frame,curvy,huge breasts,large areola,puffy nipples,stomach,navel,groin,thick thighs,sitting,sitting on folding chair,sitting backwards,spread legs,looking at viewer,half-closed eye,smile,smug,closed mouth,blush,head tilt,head down,steaming body,heavy breathing,heart,very sweaty,smile,
诱惑	裤袜半脱抬腿分穴	\n{grey pantyhose},thighs,legs together,looking at viewer,[[[from side]]],{{lying,on back}},feet,legs up,pantyhose pull,{{no panties,bottomless}},pussy,hands on ass,spread pussy,clitoris,uncensored,knees together feet apart,ass,plantar flexion,mole on crotch,half-closed eyes,1girl,solo,white panties,panty pull,squatting,heart,smile,looking at viewer,blush,closed mouth,pink background,crotch seam,thighband pantyhose,full body,pussy juice stain,{sheer pantyhose,see-through pantyhose,transparent pantyhose},
